date,hold,buy,sell,choice,episode
2017-06-06,0.21805830299854279,0.2410816103219986,0.25716447830200195,2,9
2017-06-07,0.21805830299854279,0.24486735463142395,0.26103928685188293,2,9
2017-06-08,0.21805830299854279,0.2485639899969101,0.26480352878570557,2,9
2017-06-09,0.21805830299854279,0.2521834969520569,0.26846352219581604,2,9
2017-06-12,0.21805830299854279,0.25573018193244934,0.2720249891281128,2,9
2017-06-13,0.21805830299854279,0.25784942507743835,0.2752670645713806,2,9
2017-06-14,0.21805830299854279,0.25828903913497925,0.27814793586730957,2,9
2017-06-15,0.21805830299854279,0.258380264043808,0.2774083912372589,2,9
2017-06-16,0.21805830299854279,0.2583991289138794,0.27385932207107544,2,9
2017-06-19,0.21805830299854279,0.25840306282043457,0.26974812150001526,2,9
2017-06-20,0.21805830299854279,0.25840386748313904,0.2655479609966278,2,9
2017-06-21,0.21805830299854279,0.2584039866924286,0.2613586187362671,2,9
2017-06-22,0.21805830299854279,0.2584039866924286,0.25720834732055664,1,9
2017-06-23,0.21805830299854279,0.25756698846817017,0.2535392642021179,1,9
2017-06-26,0.21805830299854279,0.24932441115379333,0.2504061758518219,2,9
2017-06-27,0.21805830299854279,0.23673588037490845,0.247218057513237,2,9
2017-06-28,0.21805830299854279,0.23211199045181274,0.24493765830993652,2,9
2017-06-29,0.21805830299854279,0.23129841685295105,0.24284562468528748,2,9
2017-06-30,0.21805830299854279,0.22998054325580597,0.24079222977161407,2,9
2017-07-03,0.21805830299854279,0.2278829663991928,0.23874720931053162,2,9
2017-07-05,0.21805830299854279,0.22576937079429626,0.23670542240142822,2,9
2017-07-06,0.21805830299854279,0.22383984923362732,0.2346668243408203,2,9
2017-07-07,0.21805830299854279,0.2219744771718979,0.23263241350650787,2,9
2017-07-10,0.21805830299854279,0.2201073169708252,0.23060327768325806,2,9
2017-07-11,0.21805830299854279,0.21825078129768372,0.22858044505119324,2,9
2017-07-12,0.21805830299854279,0.2164202779531479,0.22656485438346863,2,9
2017-07-13,0.21805830299854279,0.21461504697799683,0.2245573252439499,2,9
2017-07-14,0.21805830299854279,0.21283058822155,0.22255870699882507,2,9
2017-07-17,0.21805830299854279,0.2116972655057907,0.2203574776649475,2,9
2017-07-18,0.21805830299854279,0.21146218478679657,0.2179151028394699,0,9
2017-07-19,0.21721306443214417,0.2114134281873703,0.21457631886005402,0,9
2017-07-20,0.20900049805641174,0.21140332520008087,0.2114039957523346,2,9
2017-07-21,0.19854304194450378,0.21140122413635254,0.20833413302898407,1,9
2017-07-24,0.19927603006362915,0.21068288385868073,0.20591798424720764,1,9
2017-07-25,0.19863863289356232,0.2035859227180481,0.20385229587554932,2,9
2017-07-26,0.19302339851856232,0.19267970323562622,0.20155076682567596,2,9
2017-07-27,0.1898772269487381,0.18910959362983704,0.20044897496700287,2,9
2017-07-28,0.19027210772037506,0.1898830235004425,0.20112143456935883,2,9
2017-07-31,0.19151782989501953,0.19124211370944977,0.20212429761886597,2,9
2017-08-01,0.1924554854631424,0.19219154119491577,0.2031577229499817,2,9
2017-08-02,0.1932908594608307,0.19303318858146667,0.20416153967380524,2,9
2017-08-03,0.19420021772384644,0.1939459890127182,0.20512552559375763,2,9
2017-08-04,0.1951218843460083,0.1948782205581665,0.2060498297214508,2,9
2017-08-07,0.19601301848888397,0.19578397274017334,0.20693646371364594,2,9
2017-08-08,0.19688791036605835,0.19666911661624908,0.20778772234916687,2,9
2017-08-09,0.1973995417356491,0.197466641664505,0.20838697254657745,2,9
2017-08-10,0.19750568270683289,0.1980292946100235,0.2086908519268036,2,9
2017-08-11,0.1975276917219162,0.19835154712200165,0.20891475677490234,2,9
2017-08-14,0.19753225147724152,0.19848720729351044,0.2088823765516281,2,9
2017-08-15,0.19753319025039673,0.19851534068584442,0.2085602730512619,2,9
2017-08-16,0.19753338396549225,0.19852116703987122,0.20689550042152405,2,9
2017-08-17,0.19753338396549225,0.19852235913276672,0.20325985550880432,2,9
2017-08-18,0.19753338396549225,0.1985226273536682,0.19925092160701752,2,9
2017-08-21,0.19753338396549225,0.1985226273536682,0.19537241756916046,1,9
2017-08-22,0.19753338396549225,0.197794109582901,0.19248518347740173,1,9
2017-08-23,0.19753338396549225,0.1915053278207779,0.19058243930339813,0,9
2017-08-24,0.1967090517282486,0.18606318533420563,0.1894010752439499,0,9
2017-08-25,0.18860304355621338,0.18438595533370972,0.1881203055381775,0,9
2017-08-28,0.17669110000133514,0.17871077358722687,0.18585167825222015,2,9
2017-08-29,0.17368081212043762,0.17448897659778595,0.18394628167152405,2,9
2017-08-30,0.17587058246135712,0.17504440248012543,0.1865016222000122,2,9
2017-08-31,0.17913959920406342,0.17846447229385376,0.18986301124095917,2,9
2017-09-01,0.1822270154953003,0.1819416880607605,0.19328193366527557,2,9
2017-09-05,0.1853599101305008,0.1849556267261505,0.196611225605011,2,9
2017-09-06,0.188413605093956,0.18790343403816223,0.19982746243476868,2,9
2017-09-07,0.1913757473230362,0.19087208807468414,0.2029322385787964,2,9
2017-09-08,0.1942765712738037,0.19377289712429047,0.20593173801898956,2,9
2017-09-11,0.19710485637187958,0.19658750295639038,0.20883259177207947,2,9
2017-09-12,0.19986805319786072,0.1993398219347,0.21164093911647797,2,9
2017-09-13,0.20244748890399933,0.2009948194026947,0.21413525938987732,2,9
2017-09-14,0.2046729475259781,0.20133812725543976,0.21627452969551086,2,9
2017-09-15,0.20612628757953644,0.20140933990478516,0.21805593371391296,2,9
2017-09-18,0.207146555185318,0.20142412185668945,0.21948513388633728,2,9
2017-09-19,0.20735816657543182,0.2014271765947342,0.22057031095027924,2,9
2017-09-20,0.2074020653963089,0.20142781734466553,0.21738745272159576,2,9
2017-09-21,0.20741117000579834,0.20142793655395508,0.21334578096866608,2,9
2017-09-22,0.20741306245326996,0.20142793655395508,0.20916599035263062,2,9
2017-09-25,0.207413449883461,0.20142793655395508,0.2050647884607315,0,9
2017-09-26,0.2065088152885437,0.20142793655395508,0.20180721580982208,0,9
2017-09-27,0.19791452586650848,0.20142793655395508,0.19906574487686157,1,9
2017-09-28,0.18825304508209229,0.2006075084209442,0.19651123881340027,1,9
2017-09-29,0.18766215443611145,0.1925462931394577,0.19414179027080536,2,9
2017-10-02,0.18312571942806244,0.18126143515110016,0.19185307621955872,2,9
2017-10-03,0.18157987296581268,0.18051274120807648,0.1931932270526886,2,9
2017-10-04,0.18625374138355255,0.1856081783771515,0.20006994903087616,2,9
2017-10-05,0.1939716637134552,0.193159818649292,0.207782581448555,2,9
2017-10-06,0.20126014947891235,0.20054571330547333,0.21539358794689178,2,9
2017-10-09,0.20796269178390503,0.20742325484752655,0.22273391485214233,2,9
2017-10-10,0.21456505358219147,0.21409572660923004,0.2297893762588501,2,9
2017-10-11,0.22103090584278107,0.2206067591905594,0.23657524585723877,2,9
2017-10-12,0.22726984322071075,0.22690758109092712,0.24311086535453796,2,9
2017-10-13,0.23331238329410553,0.23300598561763763,0.2494145929813385,2,9
2017-10-16,0.239192932844162,0.23892873525619507,0.2555031478404999,2,9
2017-01-03,0.24275238811969757,0.24461671710014343,0.26057085394859314,2,10
2017-01-04,0.24349074065685272,0.24899765849113464,0.2605369985103607,2,10
2017-01-05,0.2436438947916031,0.2490394413471222,0.25929954648017883,2,10
2017-01-06,0.24367570877075195,0.249048113822937,0.2576780617237091,2,10
2017-01-09,0.24368233978748322,0.24904990196228027,0.2536556124687195,2,10
2017-01-10,0.24368371069431305,0.2490502893924713,0.24541689455509186,1,10
2017-01-11,0.24368400871753693,0.2481091320514679,0.2375914603471756,1,10
2017-01-12,0.24368400871753693,0.23927892744541168,0.23122620582580566,0,10
2017-01-13,0.24268172681331635,0.2290811836719513,0.22606255114078522,0,10
2017-01-17,0.23289211094379425,0.2269415408372879,0.22162912786006927,0,10
2017-01-18,0.2153661847114563,0.21779046952724457,0.21656006574630737,1,10
2017-01-19,0.19916655123233795,0.20389607548713684,0.21058739721775055,2,10
2017-01-20,0.19531507790088654,0.19410425424575806,0.2045813649892807,2,10
2017-01-23,0.19046249985694885,0.19032920897006989,0.19871507585048676,2,10
2017-01-24,0.18410170078277588,0.18507681787014008,0.1930178701877594,2,10
2017-01-25,0.18097113072872162,0.18104517459869385,0.19048967957496643,2,10
2017-01-26,0.17970041930675507,0.17960652709007263,0.18862061202526093,2,10
2017-01-27,0.17802312970161438,0.1782952845096588,0.18688619136810303,2,10
2017-01-30,0.17637255787849426,0.1765938401222229,0.18517731130123138,2,10
2017-01-31,0.17486996948719025,0.17500419914722443,0.1834717094898224,2,10
2017-02-01,0.17331810295581818,0.17350448668003082,0.18176528811454773,2,10
