Price Delta,Volume Delta,adj close,empty_price_scaled,empty_volume_scaled,Choice
-1.331043055506198,-58.33536032549809,98.6689569444938,-1.5835971591537084,-1.719622548807627,2.0
-1.331043055506198,-47.61251652092146,98.6689569444938,-1.5835971591537084,-1.537684896148679,2.0
-1.331043055506198,-36.88967271634484,98.6689569444938,-1.5835971591537084,-1.3557472434897315,2.0
-1.331043055506198,-26.16682891176822,98.6689569444938,-1.5835971591537084,-1.1738095908307835,2.0
-1.331043055506198,-15.443985107191594,98.6689569444938,-1.5835971591537084,-0.9918719381718354,2.0
-1.331043055506198,-4.721141302614967,98.6689569444938,-1.5835971591537084,-0.8099342855128874,2.0
-1.331043055506198,6.0017025019616455,98.6689569444938,-1.5835971591537084,-0.6279966328539396,2.0
-1.331043055506198,27.4473901111149,98.6689569444938,-1.5835971591537084,-0.2641213275360435,1.0
-1.331043055506198,38.170233915691526,98.6689569444938,-1.5835971591537084,-0.0821836748770954,2.0
-1.331043055506198,48.89307772026815,98.6689569444938,-1.5835971591537084,0.0997539777818525,1.0
-1.331043055506198,59.615921524844765,98.6689569444938,-1.5835971591537084,0.2816916304408003,2.0
-1.331043055506198,70.33876532942138,98.6689569444938,-1.5835971591537084,0.4636292830997481,2.0
-1.331043055506198,81.061609133998,98.6689569444938,-1.5835971591537084,0.6455669357586962,2.0
-1.331043055506198,91.78445293857465,98.6689569444938,-1.5835971591537084,0.8275045884176442,2.0
-1.331043055506198,102.50729674315126,98.6689569444938,-1.5835971591537084,1.0094422410765922,1.0
-1.331043055506198,113.23014054772788,98.6689569444938,-1.5835971591537084,1.1913798937355402,2.0
-1.331043055506198,123.95298435230453,98.6689569444938,-1.5835971591537084,1.3733175463944882,2.0
-1.331043055506198,134.67582815688115,98.6689569444938,-1.5835971591537084,1.555255199053437,2.0
-1.1854008006506356,-58.33536032549809,98.81459919934936,-1.405171505209047,-1.719622548807627,2.0
-1.1854008006506356,-47.61251652092146,98.81459919934936,-1.405171505209047,-1.537684896148679,2.0
-1.1854008006506356,-36.88967271634484,98.81459919934936,-1.405171505209047,-1.3557472434897315,1.0
-1.1854008006506356,-26.16682891176822,98.81459919934936,-1.405171505209047,-1.1738095908307835,1.0
-1.1854008006506356,-15.443985107191594,98.81459919934936,-1.405171505209047,-0.9918719381718354,1.0
-1.1854008006506356,-4.721141302614967,98.81459919934936,-1.405171505209047,-0.8099342855128874,2.0
-1.1854008006506356,6.0017025019616455,98.81459919934936,-1.405171505209047,-0.6279966328539396,2.0
-1.1854008006506356,16.724546306538272,98.81459919934936,-1.405171505209047,-0.4460589801949916,2.0
-1.1854008006506356,27.4473901111149,98.81459919934936,-1.405171505209047,-0.2641213275360435,2.0
-1.1854008006506356,38.170233915691526,98.81459919934936,-1.405171505209047,-0.0821836748770954,2.0
-1.1854008006506356,48.89307772026815,98.81459919934936,-1.405171505209047,0.0997539777818525,2.0
-1.1854008006506356,59.615921524844765,98.81459919934936,-1.405171505209047,0.2816916304408003,2.0
-1.1854008006506356,70.33876532942138,98.81459919934936,-1.405171505209047,0.4636292830997481,2.0
-1.1854008006506356,81.061609133998,98.81459919934936,-1.405171505209047,0.6455669357586962,2.0
-1.1854008006506356,91.78445293857465,98.81459919934936,-1.405171505209047,0.8275045884176442,1.0
-1.1854008006506356,102.50729674315126,98.81459919934936,-1.405171505209047,1.0094422410765922,2.0
-1.1854008006506356,113.23014054772788,98.81459919934936,-1.405171505209047,1.1913798937355402,2.0
-1.1854008006506356,123.95298435230453,98.81459919934936,-1.405171505209047,1.3733175463944882,1.0
-1.1854008006506356,134.67582815688115,98.81459919934936,-1.405171505209047,1.555255199053437,2.0
-1.039758545795073,-58.33536032549809,98.96024145420492,-1.2267458512643856,-1.719622548807627,1.0
-1.039758545795073,-47.61251652092146,98.96024145420492,-1.2267458512643856,-1.537684896148679,2.0
-1.039758545795073,-36.88967271634484,98.96024145420492,-1.2267458512643856,-1.3557472434897315,1.0
-1.039758545795073,-26.16682891176822,98.96024145420492,-1.2267458512643856,-1.1738095908307835,2.0
-1.039758545795073,-15.443985107191594,98.96024145420492,-1.2267458512643856,-0.9918719381718354,1.0
-1.039758545795073,-4.721141302614967,98.96024145420492,-1.2267458512643856,-0.8099342855128874,1.0
-1.039758545795073,6.0017025019616455,98.96024145420492,-1.2267458512643856,-0.6279966328539396,2.0
-1.039758545795073,16.724546306538272,98.96024145420492,-1.2267458512643856,-0.4460589801949916,1.0
-1.039758545795073,27.4473901111149,98.96024145420492,-1.2267458512643856,-0.2641213275360435,2.0
-1.039758545795073,38.170233915691526,98.96024145420492,-1.2267458512643856,-0.0821836748770954,2.0
-1.039758545795073,48.89307772026815,98.96024145420492,-1.2267458512643856,0.0997539777818525,2.0
-1.039758545795073,59.615921524844765,98.96024145420492,-1.2267458512643856,0.2816916304408003,2.0
-1.039758545795073,70.33876532942138,98.96024145420492,-1.2267458512643856,0.4636292830997481,2.0
-1.039758545795073,91.78445293857465,98.96024145420492,-1.2267458512643856,0.8275045884176442,2.0
-1.039758545795073,102.50729674315126,98.96024145420492,-1.2267458512643856,1.0094422410765922,2.0
-1.039758545795073,113.23014054772788,98.96024145420492,-1.2267458512643856,1.1913798937355402,2.0
-1.039758545795073,123.95298435230453,98.96024145420492,-1.2267458512643856,1.3733175463944882,2.0
-1.039758545795073,134.67582815688115,98.96024145420492,-1.2267458512643856,1.555255199053437,2.0
-0.8941162909395106,-58.33536032549809,99.10588370906048,-1.048320197319724,-1.719622548807627,2.0
