Price Delta,Volume Delta,adj close,empty_price_scaled,empty_volume_scaled
-0.511118861233173,-65.10082784971344,99.48888113876683,-1.6475155575947273,-1.7234736611739412
-0.511118861233173,-51.170668336511724,99.48888113876683,-1.6475155575947273,-1.5398657494106405
-0.511118861233173,-37.24050882331,99.48888113876683,-1.6475155575947273,-1.3562578376473398
-0.511118861233173,-9.380189796906564,99.48888113876683,-1.6475155575947273,-0.9890420141207388
-0.511118861233173,18.48012922949688,99.48888113876683,-1.6475155575947273,-0.6218261905941376
-0.511118861233173,32.4102887426986,99.48888113876683,-1.6475155575947273,-0.4382182788308371
-0.511118861233173,46.34044825590031,99.48888113876683,-1.6475155575947273,-0.2546103670675366
-0.511118861233173,60.27060776910203,99.48888113876683,-1.6475155575947273,-0.07100245530423609
-0.511118861233173,74.20076728230374,99.48888113876683,-1.6475155575947273,0.11260545645906442
-0.511118861233173,88.13092679550546,99.48888113876683,-1.6475155575947273,0.29621336822236494
-0.511118861233173,102.0610863087072,99.48888113876683,-1.6475155575947273,0.4798212799856658
-0.511118861233173,115.99124582190892,99.48888113876683,-1.6475155575947273,0.6634291917489663
-0.511118861233173,129.92140533511065,99.48888113876683,-1.6475155575947273,0.847037103512267
-0.511118861233173,143.85156484831236,99.48888113876683,-1.6475155575947273,1.0306450152755675
-0.511118861233173,157.78172436151408,99.48888113876683,-1.6475155575947273,1.214252927038868
-0.511118861233173,171.7118838747158,99.48888113876683,-1.6475155575947273,1.3978608388021685
-0.511118861233173,185.6420433879175,99.48888113876683,-1.6475155575947273,1.581468750565469
-0.4359914272985693,-51.170668336511724,99.56400857270144,-1.466463881112704,-1.5398657494106405
-0.4359914272985693,-37.24050882331,99.56400857270144,-1.466463881112704,-1.3562578376473398
-0.4359914272985693,-23.31034931010828,99.56400857270144,-1.466463881112704,-1.1726499258840393
-0.4359914272985693,-9.380189796906564,99.56400857270144,-1.466463881112704,-0.9890420141207388
-0.4359914272985693,4.549969716295152,99.56400857270144,-1.466463881112704,-0.8054341023574383
