Price Delta,Volume Delta,adj close,empty_price_scaled,empty_volume_scaled
-1.3741592291901306,-60.10487843635786,98.62584077080987,-1.5696594687543575,-1.7043184710707147
-1.3741592291901306,-48.72393310321536,98.62584077080987,-1.5696594687543575,-1.523019791812379
-1.3741592291901306,-37.34298777007286,98.62584077080987,-1.5696594687543575,-1.3417211125540436
-1.3741592291901306,-25.96204243693036,98.62584077080987,-1.5696594687543575,-1.160422433295708
-1.3741592291901306,-14.581097103787862,98.62584077080987,-1.5696594687543575,-0.9791237540373723
-1.3741592291901306,-3.2001517706453626,98.62584077080987,-1.5696594687543575,-0.7978250747790366
-1.3741592291901306,8.180793562497136,98.62584077080987,-1.5696594687543575,-0.616526395520701
-1.3741592291901306,19.56173889563963,98.62584077080987,-1.5696594687543575,-0.43522771626236556
-1.3741592291901306,30.942684228782134,98.62584077080987,-1.5696594687543575,-0.2539290370040298
-1.3741592291901306,42.32362956192464,98.62584077080987,-1.5696594687543575,-0.0726303577456941
-1.3741592291901306,53.70457489506713,98.62584077080987,-1.5696594687543575,0.1086683215126414
-1.3741592291901306,65.08552022820962,98.62584077080987,-1.5696594687543575,0.28996700077097676
-1.3741592291901306,76.46646556135212,98.62584077080987,-1.5696594687543575,0.4712656800293125
-1.3741592291901306,99.22835622763711,98.62584077080987,-1.5696594687543575,0.8338630385459835
-1.3741592291901306,110.60930156077961,98.62584077080987,-1.5696594687543575,1.0151617178043193
-1.3741592291901306,121.99024689392212,98.62584077080987,-1.5696594687543575,1.196460397062655
-1.3741592291901306,133.37119222706463,98.62584077080987,-1.5696594687543575,1.3777590763209908
-1.3741592291901306,144.75213756020713,98.62584077080987,-1.5696594687543575,1.5590577555793266
-1.256394836595337,-60.10487843635786,98.74360516340465,-1.3910034832748321,-1.7043184710707147
-1.256394836595337,-48.72393310321536,98.74360516340465,-1.3910034832748321,-1.523019791812379
-1.256394836595337,-37.34298777007286,98.74360516340465,-1.3910034832748321,-1.3417211125540436
-1.256394836595337,-25.96204243693036,98.74360516340465,-1.3910034832748321,-1.160422433295708
-1.256394836595337,-14.581097103787862,98.74360516340465,-1.3910034832748321,-0.9791237540373723
-1.256394836595337,-3.2001517706453626,98.74360516340465,-1.3910034832748321,-0.7978250747790366
-1.256394836595337,8.180793562497136,98.74360516340465,-1.3910034832748321,-0.616526395520701
-1.256394836595337,19.56173889563963,98.74360516340465,-1.3910034832748321,-0.43522771626236556
-1.256394836595337,30.942684228782134,98.74360516340465,-1.3910034832748321,-0.2539290370040298
-1.256394836595337,42.32362956192464,98.74360516340465,-1.3910034832748321,-0.0726303577456941
-1.256394836595337,53.70457489506713,98.74360516340465,-1.3910034832748321,0.1086683215126414
-1.256394836595337,65.08552022820962,98.74360516340465,-1.3910034832748321,0.28996700077097676
-1.256394836595337,76.46646556135212,98.74360516340465,-1.3910034832748321,0.4712656800293125
-1.256394836595337,87.84741089449463,98.74360516340465,-1.3910034832748321,0.6525643592876482
-1.256394836595337,99.22835622763711,98.74360516340465,-1.3910034832748321,0.8338630385459835
-1.256394836595337,110.60930156077961,98.74360516340465,-1.3910034832748321,1.0151617178043193
-1.256394836595337,121.99024689392212,98.74360516340465,-1.3910034832748321,1.196460397062655
-1.256394836595337,133.37119222706463,98.74360516340465,-1.3910034832748321,1.3777590763209908
-1.256394836595337,144.75213756020713,98.74360516340465,-1.3910034832748321,1.5590577555793266
-1.1386304440005435,-60.10487843635786,98.86136955599946,-1.2123474977953068,-1.7043184710707147
-1.1386304440005435,-48.72393310321536,98.86136955599946,-1.2123474977953068,-1.523019791812379
-1.1386304440005435,-37.34298777007286,98.86136955599946,-1.2123474977953068,-1.3417211125540436
-1.1386304440005435,-25.96204243693036,98.86136955599946,-1.2123474977953068,-1.160422433295708
-1.1386304440005435,-14.581097103787862,98.86136955599946,-1.2123474977953068,-0.9791237540373723
-1.1386304440005435,-3.2001517706453626,98.86136955599946,-1.2123474977953068,-0.7978250747790366
-1.1386304440005435,8.180793562497136,98.86136955599946,-1.2123474977953068,-0.616526395520701
-1.1386304440005435,19.56173889563963,98.86136955599946,-1.2123474977953068,-0.43522771626236556
-1.1386304440005435,30.942684228782134,98.86136955599946,-1.2123474977953068,-0.2539290370040298
-1.1386304440005435,42.32362956192464,98.86136955599946,-1.2123474977953068,-0.0726303577456941
-1.1386304440005435,53.70457489506713,98.86136955599946,-1.2123474977953068,0.1086683215126414
-1.1386304440005435,65.08552022820962,98.86136955599946,-1.2123474977953068,0.28996700077097676
-1.1386304440005435,76.46646556135212,98.86136955599946,-1.2123474977953068,0.4712656800293125
-1.1386304440005435,87.84741089449463,98.86136955599946,-1.2123474977953068,0.6525643592876482
-1.1386304440005435,99.22835622763711,98.86136955599946,-1.2123474977953068,0.8338630385459835
-1.1386304440005435,110.60930156077961,98.86136955599946,-1.2123474977953068,1.0151617178043193
-1.1386304440005435,121.99024689392212,98.86136955599946,-1.2123474977953068,1.196460397062655
-1.1386304440005435,133.37119222706463,98.86136955599946,-1.2123474977953068,1.3777590763209908
-1.1386304440005435,144.75213756020713,98.86136955599946,-1.2123474977953068,1.5590577555793266
-1.02086605140575,-60.10487843635786,98.97913394859425,-1.0336915123157817,-1.7043184710707147
-1.02086605140575,-48.72393310321536,98.97913394859425,-1.0336915123157817,-1.523019791812379
-1.02086605140575,-37.34298777007286,98.97913394859425,-1.0336915123157817,-1.3417211125540436
-1.02086605140575,-25.96204243693036,98.97913394859425,-1.0336915123157817,-1.160422433295708
